year;title;genre;mpa;runtime;gross;rating_count;rating;metacritic;poster_brightness
2015;The Hunger Games: Mockingjay - Part 2;Sci-Fi;PG-13;137;281.72;266219;6.5;NA;19.96108572032496
2015;The Martian;Sci-Fi;PG-13;144;228.43;715550;8;NA;40.589655705731246
2015;Cinderella;Family;PG;105;201.15;150562;6.9;NA;34.18515145784855
2015;Spectre;Thriller;PG-13;148;200.07;366109;6.8;60;31.190851006630567
2015;Mission: Impossible - Rogue Nation;Thriller;PG-13;131;195.04;324919;7.4;NA;70.31010749239624
2015;Pitch Perfect 2;Music;PG-13;115;184.3;135767;6.4;NA;34.08374116156908
2015;The Revenant;Biography;R;156;183.64;658810;8;NA;29.420024302964105
2015;Ant-Man;Adventure;PG-13;117;180.2;534266;7.3;NA;36.42059174527169
2015;Home;Animation;PG;94;177.4;88248;6.6;55;59.694481133776556
2015;Hotel Transylvania 2;Animation;PG;89;169.7;98791;6.7;44;41.93952164440655
2015;Fifty Shades of Grey;Thriller;R;125;166.17;286903;4.1;46;14.301375266407456
2015;The SpongeBob Movie: Sponge Out of Water;Animation;PG;92;162.99;45862;6;NA;49.54942938015371
2015;Straight Outta Compton;History;R;147;161.2;171038;7.9;NA;52.85005554122234
2015;San Andreas;Adventure;PG-13;114;155.19;200734;6;43;28.96544972161706
2016;Rogue One: A Star Wars Story;Sci-Fi;PG-13;133;532.18;519833;7.8;NA;47.05706413304133
2016;Finding Dory;Animation;PG;97;486.3;224980;7.3;NA;38.84943457750016
2016;Captain America: Civil War;Sci-Fi;PG-13;147;408.08;621766;7.8;NA;32.28431457529345
2016;The Secret Life of Pets;Animation;PG;87;368.38;173603;6.5;NA;51.897731768145846
2016;The Jungle Book;Family;PG;106;364;249033;7.4;NA;19.244933033012572
2016;Deadpool;Adventure;R;108;363.07;859400;8;NA;45.37028263616545
2016;Zootopia;Animation;PG;108;341.27;405025;8;NA;45.69801122609537
2016;Batman v Superman: Dawn of Justice;Sci-Fi;PG-13;151;330.36;597739;6.5;44;31.53616516569997
2016;Suicide Squad;Fantasy;PG-13;123;325.1;567395;6;40;46.64245771157295
2016;Sing;Animation;PG;108;270.4;124015;7.1;59;38.53373735566644
2016;Moana;Animation;PG;107;248.76;244108;7.6;NA;58.03424434219724
2016;Fantastic Beasts and Where to Find Them;Family;PG-13;132;234.04;385272;7.3;NA;68.56303185305742
2016;Doctor Strange;Fantasy;PG-13;115;232.64;555181;7.5;NA;41.587357946148195
2016;Hidden Figures;History;PG;127;169.61;182910;7.8;NA;62.884012867852256
2016;Jason Bourne;Thriller;PG-13;123;162.43;197904;6.6;58;18.79409772681812
2016;Star Trek Beyond;Sci-Fi;PG-13;122;158.85;217627;7.1;NA;30.468947416552382
2016;X-Men: Apocalypse;Sci-Fi;PG-13;144;155.44;374469;6.9;52;32.44857172907476
2016;Trolls;Animation;PG;92;153.71;66136;6.5;56;42.01904110576127
2016;La La Land;Music;PG-13;128;151.1;465747;8;NA;16.793585626294917
2016;Kung Fu Panda 3;Animation;PG;95;143.53;124064;7.1;NA;56.37643628230661
2017;Star Wars: Episode VIII - The Last Jedi;Fantasy;PG-13;152;620.18;525724;7;NA;37.834474228509976
2017;Beauty and the Beast;Musical;PG;129;504.01;254083;7.1;NA;34.625654875018334
2017;Wonder Woman;Fantasy;PG-13;141;412.56;518129;7.4;NA;42.74140137712208
2017;Jumanji: Welcome to the Jungle;Adventure;PG-13;119;404.52;286872;6.9;58;17.524954575593927
2017;Guardians of the Galaxy Vol. 2;Adventure;PG-13;136;389.81;525438;7.6;NA;30.770847593169286
2017;Spider-Man: Homecoming;Sci-Fi;PG-13;133;334.2;472579;7.4;NA;48.347081271152135
2017;It;Horror;R;135;327.48;422112;7.3;NA;13.887799128540243
2017;Thor: Ragnarok;Adventure;PG-13;130;315.06;534996;7.9;NA;34.07986873162946
2017;Despicable Me 3;Animation;PG;89;264.62;102503;6.3;49;76.67709707626278
2017;Justice League;Fantasy;PG-13;120;229.02;354838;6.4;45;23.177306952849737
2017;Logan;Sci-Fi;R;137;226.28;601143;8.1;NA;25.562553660517466
2017;The Fate of the Furious;Thriller;PG-13;136;226.01;192125;6.7;56;63.834765392002055
2017;Coco;Animation;PG;105;209.73;321845;8.4;NA;41.74097177368226
2017;Dunkirk;History;PG-13;106;188.37;502690;7.9;NA;22.229315146693647
2017;Get Out;Mystery;R;104;176.04;445195;7.7;NA;48.597912363494864
2017;The Lego Batman Movie;Animation;PG;104;175.75;123868;7.3;NA;49.90273192280864
2017;The Boss Baby;Animation;PG;97;175;100370;6.3;50;79.74022615323445
2017;The Greatest Showman;Musical;PG;105;174.34;214724;7.6;48;44.41055594480832
2017;Pirates of the Caribbean: Dead Men Tell No Tales;Fantasy;PG-13;129;172.56;243229;6.6;NA;39.54921858188678
2017;Kong: Skull Island;Fantasy;PG-13;118;168.05;253103;6.6;NA;35.75470821327793
2018;Black Panther;Sci-Fi;PG-13;134;700.06;565744;7.3;NA;28.12533285500492
2018;Avengers: Infinity War;Sci-Fi;PG-13;149;678.82;749601;8.5;NA;24.17220812287774
2018;Incredibles 2;Animation;PG;118;608.58;226170;7.6;NA;35.66427024900876
2018;Jurassic World: Fallen Kingdom;Sci-Fi;PG-13;128;417.72;241255;6.2;51;32.99279670781896
2018;Aquaman;Fantasy;PG-13;143;335.06;326875;7;55;38.7745258301026
2018;Deadpool 2;Adventure;R;119;324.59;437858;7.7;NA;62.78073284313723
2018;Dr. Seuss' The Grinch;Animation;PG;85;270.62;42495;6.3;51;41.172920386153976
2018;Mission: Impossible - Fallout;Thriller;PG-13;147;220.16;262726;7.8;NA;55.706913474229914
2018;Ant-Man and the Wasp;Adventure;PG-13;118;216.65;277552;7.1;NA;62.87585301861676
2018;Bohemian Rhapsody;Music;PG-13;134;216.43;410102;8;49;52.90148919021808
2018;A Star Is Born;Music;R;136;215.29;297833;7.7;NA;61.66362346057247
2018;Solo: A Star Wars Story;Sci-Fi;PG-13;135;213.77;261148;6.9;NA;60.067747285728466
2018;Venom;Sci-Fi;PG-13;112;213.52;322706;6.7;NA;21.097957492132657
2018;Ralph Breaks the Internet;Animation;PG;112;201.09;112894;7.1;NA;54.14953800445803
2018;Spider-Man: Into the Spider-Verse;Animation;PG;117;190.24;297827;8.4;NA;42.17679249016772
2018;A Quiet Place;Sci-Fi;PG-13;90;188.02;354889;7.5;NA;17.984737570408058
2018;Crazy Rich Asians;Romance;PG-13;120;174.53;119360;6.9;NA;38.16933414367617
2018;Mary Poppins Returns;Family;PG;130;171.96;67914;6.7;NA;35.28858454676636
2018;Hotel Transylvania 3: Summer Vacation;Animation;PG;97;167.51;49068;6.3;54;58.97146000680926
2018;Fantastic Beasts: The Crimes of Grindelwald;Family;PG-13;134;159.56;194886;6.6;52;62.26181428737982
2019;Avengers: Endgame;Adventure;PG-13;181;858.37;672862;8.5;NA;28.477980886298994
2019;The Lion King;Animation;PG;118;540.08;168828;6.9;55;33.82441209871539
2019;Toy Story 4;Animation;G;100;433.03;159927;7.8;NA;30.843127282888766
2019;Captain Marvel;Sci-Fi;PG-13;123;426.83;396074;6.9;NA;36.050387851191026
2019;Spider-Man: Far from Home;Sci-Fi;PG-13;129;388.53;265761;7.5;NA;33.53550703827226
2019;Aladdin;Family;PG;128;354.87;187881;7;53;27.312614178457466
2019;It Chapter Two;Fantasy;R;169;193.77;159112;6.6;58;86.7101412158719
2019;Joker;Thriller;R;122;192.73;694297;8.6;59;33.27894777212616
2019;Us;Mystery;R;116;175.01;184389;6.9;NA;8.787766315438478
2019;John Wick: Chapter 3 - Parabellum;Thriller;R;131;171.02;226053;7.5;NA;52.92289571270711
2019;Fast & Furious Presents: Hobbs & Shaw;Adventure;PG-13;137;165.55;133941;6.5;60;23.08492697107876
2019;How to Train Your Dragon: The Hidden World;Animation;PG;104;160.8;87642;7.5;NA;37.11230085191949
2019;The Secret Life of Pets 2;Animation;PG;86;158.14;38189;6.5;55;30.47069133688375
2019;Pokémon Detective Pikachu;Adventure;PG;104;144.11;115167;6.6;53;34.79960336726047
2019;Shazam!;Adventure;PG-13;132;140.37;217921;7.1;NA;65.20148270670681
2019;Once Upon a Time... in Hollywood;Comedy;R;161;135.37;395452;7.7;NA;62.44627881065114
2019;Dumbo;Family;PG;112;114.77;56072;6.3;51;41.19394047319487
2019;Glass;Sci-Fi;PG-13;129;111.04;182739;6.7;43;25.84032008395645
2019;Godzilla: King of the Monsters;Fantasy;PG-13;132;110.5;109367;6.1;48;31.5455486880368
2019;The Lego Movie 2: The Second Part;Animation;PG;107;105.81;45948;6.6;NA;30.410280949391318
